product_id,chemical_name,cas_number,signal_word,emergency_phone,last_updated,needs_update,sap_matnr,sap_sync_date,is_active
KAO-QB00103,DIAMIN O,7173-62-8,PELIGRO,+34 93 739 9445,2025-10-28 00:00:00,,,,Y
KAO-QB00039,DIAMIN T S/P, 61791-55-7,PELIGRO,+34 93 739 9445,2025-10-28 00:00:00,,,,Y
VAR-QB00074,DIPROPILEN GLICOL,Sustancia,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00075,D-LIMONENO,Mezcla,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00088,DRAK BLACK 558 MOD 1,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00140,DRIZZLE 691,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00044,DSM 1007 TERSO BEBE,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00045,DSM 1020 EXIT PRADE,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00007,DSM 1024 LAVANDA,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00008,DSM 1034 MAR FRESCO,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00207,DSM 1063 ACE,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00009,DSM 1068 EUCALIPTO,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00290,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00239,DULCE NAVIDAD,Mezcla,PELIGRO,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00046,DURAMAX 640,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
ASH-QB00012,DYNAGEN S7P,Mezcla,No Aplicable,1-800-274-5263,2025-10-17 00:00:00,,,,Y
ASH-QB00013,EDERLINE S/P,Mezcla,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
VAR-QB00076,EDTA TETRASODICO,Mezcla,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
ASH-QB00058,EFFISIN PE5,122-99-6,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,,,Y
IFF-QB00141,ELDEBERRY ,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00047,ELEGANT 957 ELEGANCY,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00199,ELEGANT MICRO SOFTNESS 957 AMARILLO,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
KAO-QB00041,EMAL 10 PHD S/P,73296-89-6,PELIGRO,+34 93 739 9445,2025-10-28 00:00:00,,,,Y
KAO-QB00043,EMAL 10G,73296-89-6,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00042,EMAL 10-N LAURIL SULFATO DE SODIO,73296-89-6,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00044,EMAL 227 LESS QKA, 68891-38-3,PELIGRO,+34 93 739 9445,2025-11-25 00:00:00,,,,Y
KAO-QB00046,EMAL 30G,73296-89-6,PELIGRO,+34 93 739 9445,2025-11-25 00:00:00,,,,Y
VAR-QB00077,EMULBOSS 54,143-18-0,ATENCION,01 800 002 1400,2025-11-25 00:00:00,,,,Y
KAO-QB00085,EMULREC,"72230-78-5, 64-19-7",PELIGRO,+34 93 739 9445,2025-11-28 00:00:00,,,,Y
VAR-QB00078,EMULSION 37,Mezcla,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00079,EMULSION 37 ULTRA S/P,Mezcla,No Aplicable,01 800 002 1400,2025-10-24 00:00:00,,,,Y
ASH-QB00014,ESCALOL 577,4065-45-6,ATENCION,1-800-274-5263,2025-12-04 00:00:00,,,,Y
VAR-QB00081,ESPESANTE D150 ,"9005-08-7
",No aplicable,01 800 002 1400,2025-11-25 00:00:00,,,,Y
VAR-QB00188,ESPESANTE GT-20,Mezcla,No Aplicable,01 800 002 1400,2025-11-13 00:00:00,,,,Y
VAR-QB00187,ESPESANTE GT-21,Mezcla,No Aplicable,01 800 002 1400,2025-11-13 00:00:00,,,,Y
VAR-QB00184,ESPESANTE GT-940,9007-20-9,No Aplicable,01 800 002 1400,2025-11-13 00:00:00,,,,Y
VAR-QB00185,ESPESANTE GT-980,9007-20-9,No Aplicable,01 800 002 1400,2025-11-13 00:00:00,,,,Y
VAR-QB00153,ESPESANTE HIDROSOLUBLE 8000,-,-,-,PENDIENTE,SOLICITAR HDS A PROVEEDOR,,,Y
VAR-QB00082,ESTANATO DE SODIO,"12027-70-2, 497-19-8,  1310-73-2",PELIGRO,01 800 002 1400,2025-11-25 00:00:00,,,,Y
IFF-QB00089,ETERN 0021,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
ASH-QB00016,EUXYL K100,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,,,Y
ASH-QB00059,EUXYL K830,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,,,Y
ASH-QB00076,EUXYL K900,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,,,Y
ASH-QB00017,EUXYL PE 9010,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,,,Y
VAR-QB00083,EXFOLIANTE OLIVE 6,-,-,-,PENDIENTE,SOLICITAR HDS A PROVEEDOR,,,Y
IFF-QB00240,EXPELL FRESH M 820,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00085,EXTRACTO DE EUCALIPTO S/P,8000-48-4,PELIGRO,01 800 002 1400,2025-10-24 00:00:00,,,,Y
VAR-QB00087,EXTRACTO DE JOJOBA ACUOSO,57-55-6,No Aplicable,01 800 002 1400,2025-10-24 00:00:00,,,,Y
VAR-QB00089,EXTRACTO DE SEMILLA DE TORONJA (GRADO ACUOSO INGERIBLE),Mezcla,No Aplicable,01 800 002 1400,2025-10-24 00:00:00,,,,Y
IFF-QB00142,FASHION 180,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00173,FF SMT 1023 MOD 1 (212 MEN),Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00177,FF SMT 1028 HARMANY,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00190,FF SMT 1048 DKENZO F.,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00189,FF SMT 1059 KA,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00185,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00192,FFSMT1052 DPACIFIC P.,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00183,FIJADOR LS,Mezcla,PELIGRO,01 800 002 1400,2025-10-28 00:00:00,,,,Y
VAR-QB00182,FIJADOR X100,Mezcla,No Aplicable,01 800 002 1400,2025-10-28 00:00:00,,,,Y
VAR-QB00091,FISION HAIR MOISTURE,Mezcla,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00092,FISION SKIN MOUSTURE S/P,Mezcla,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00186,FITNESS 248,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
LUB-QB00030,FIXATE G100,No Aplicable,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00029,FIXATE MT FREESTYLE,No Aplicable,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00033,FIXATE RSP (GOOD RITE),Mezcla,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00034,FIXATE SUPER HOLD,Mezcla,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
VAR-QB00174,FIXATE SUPERHOLD,Sustancia,No Aplicable,01 800 002 1400,2025-10-24 00:00:00,,,,Y
IFF-QB00011,FLORAL 001-E MOD,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00012,FLORAL 841,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00143,FLORAL BOUQUET 981,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00048,FLORAL CREAMY 275,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00090,FLORAL HOME 413,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00013,FLORAL P 0830,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00010,FLORAL PICCOLO 727,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00049,FLORAL ROSE 001-B,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00050,FLORAL ROSS FS 6596 MOD,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00144,FLORAL TOUCH 956,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00259,FLORALIS 830,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00208,FLOWERCLEAN 384,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00093,FONGRABAC MG (CONSERVA GEL SHAMPOO),Mezcla,PELIGRO,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA CLARIANT,,,Y
VAR-QB00152,FORMOL PR,,,,PENDIENTE,SOLICITAR HDS A PROVEEDOR,,,Y
KAO-QB00048,FORMOX DM40,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00049,FORMOX DMCD E,Mezcla,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00052,FORMOX L75 PC,68155-09-9,PELIGRO,+34 93 739 9445,2025-10-28 00:00:00,,,,Y
IFF-QB00091,FOUGERE 087 DRAKKAR,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00092,FOUGERE 959-A DRAKKAR,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00051,FOUGERE FRESH 003-H,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00052,FREEDOM 639,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00093,FRESA 80,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00244,FRESH BREEZE,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00322,FRESH CITRUS 580,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00145,FROSTED WHITE CITRON,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00014,FRUITY MIX 327,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00146,FRUITY SOFT 624,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
ASH-QB00060,GERMALL 115,39236-46-9,ATENCION,1-800-274-5263,2025-10-17 00:00:00,,,,Y
ASH-QB00070,GERMALL PLUS POLVO,Mezcla,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00020,GERMALL PLUSS LIQ,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,,,Y
IFF-QB00187,GHOST 081,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00015,GINGER ESSCENCE 375,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00147,GINGER TOUCH 917,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00053,GLAM 359 GLAMUR,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00245,GLAMOUR 50,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00099,GLICEPOL 160,"31566-31-1, 123-94-4, 11099-07-3, 85666-92-8, 85251-77-0",No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00100,GLICERINA USP,56-81-5,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
LUB-QB00037,GLUCAM P20,61849-72-7,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00038,GLUCAMATE LT,Mezcla,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00039,GLUCAMATE SSE20 s/p,72175-38-4,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00040,GLUCATE SS,Sustancia,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
VAR-QB00102,GLUCOPON 425 S/P,Mezcla,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00103,GLUCOPON 625 S/P,110615-47-9,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00104,GLUTARALDEHIDO,111-30-8,PELIGRO,01 800 002 1400,2025-10-24 00:00:00,,,,Y
ASH-QB00021,GP4G S/P,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
IFF-QB00246,GREEN APPLE 1082,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00054,GREEN SENSE 842,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00094,GREEN TEA & CHAI 202,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00319,GREEN TEA CUCUMBER 956,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
KAO-QB00012,GRIPER X2,12645-31-7,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00013,GRIPPER 67,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
IFF-QB00055,HAPPY 360,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00200,HAPPY MICRO SUNSHINE 312 AZUL,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00095,HERBAL 550,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
LUB-QB00042,HIDRAMOL PGPL s/p,Sustancia,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00188,HOMBRE MILLON 330,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
KAO-QB00083,HRB-1 S/P, 110-30-5,ATENCION,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00086,HRB-2 S/P,Mezcla,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
ASH-QB00061,INTEGRA 22,Mezcla,ATENCION,1-800-274-5263,2025-10-28 00:00:00,,,,Y
VAR-QB00105,IPA,67-63-0,PELIGRO,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA A PROVEEDOR,,,Y
VAR-QB00106,JABON POTASICO S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00016,JASMIN STRAWBERRY 120,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00017,JASMINE GREEN 263,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00249,JUICY FRESH CITRUS 120,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00150,JUNGLE MELON,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
KAO-QB00084,KAOAMIN 12,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00014,KAOAMIN 14 L,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00057,KAOSOFCARE  GP1,29117-02-0,No Aplicable,+34 93 739 9445,2025-11-25 00:00:00,,,,Y
KAO-QB00054,KAOSOFT AGL85,Mezcla,ATENCION,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00056,KAOSOFT AT-50V,Mezcla,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00059,KAOSOFT HW TAMBOR,Mezcla,ATENCION,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
VAR-QB00107,KERATINA K100,Mezcla,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00151,KIWI FRESH 625,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00018,LAVANDA 347,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00324,LAVANDER 479,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00250,LAVENDER FRESH,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00251,LAVENDER MISTICA,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00019,LAVENDER SKY 099 MOD,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00020,LAVENDER TOUCH 830,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00021,LEMON 926,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
VAR-QB00108,LESS 70% S/P,68891-38-3,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00109,LESS QB,68585-34-2,ATENCION,01 800 002 1400,2025-10-24 00:00:00,,,,Y
ASH-QB00084,LIFTYL,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
IFF-QB00022,LIME 146,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00023,LIME 223,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00024,LIMON 990,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00096,LIQUID FEEL 382,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00201,LITTLE BABY CAP 420,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00097,LOVELY POSSION 504,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00111,LSA QH,2235- 54- 3,PELIGRO,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA TENSOQUIMIA,,,Y
ASH-QB00074,LUBRAGEL MARINE,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00066,LUBRAGEL OIL FREE,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00022,LUBRAJEL 0IL S/P,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00080,LUBRAJEL DV,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00067,LUBRAJEL NP,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00024,LUMINI SYSTEM,Mezcla,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00025,LUNAMATRIX,Mezcla,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00202,LUXEL 149 MOD 20,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00056,MAGIC DELIGHT 759,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00057,MAJESTIC BLUE 935,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00152,MANGIFF 188,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00036,MANGOSTEEN MELODY,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00025,MARINE LOVE 818,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
LUB-QB00043,MATRIFUSSE s/p,Mezcla,No aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00254,MAX FLOWER 77 S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00209,MAX FRESCURA 777,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00099,MC QUEEN 557,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00191,MEN 500,Mezcla,-,-,PENDIENTE,SOLICITAR HDS IFF,,,Y
VAR-QB00112,MENTA DE BRASIL S/P,68917-18-0,ATENCION,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00113,MENTHOL,2216-51-5,ATENCION,01 800 002 1400,2025-10-23 00:00:00,,,,Y
LUB-QB00045,MERQUAT 550PR (POLIQUATERNIUM 7),Mezcla,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00255,MINT BOSS 64,Mezcla,PELIGRO,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00256,MINT MINT M BRM11,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00100,MIRACLE 554,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
VAR-QB00114,MIRISTATO DE ISOPROPILO,110-27-0,ATENCION,01 800 002 1400,2025-11-25 00:00:00,,,,Y
VAR-QB00115,MIT QB (CONSERVADOR LIBRE DE FORMOL) S/P,MEZCLA,PELIGRO,01 800 002 1400,2025-11-25 00:00:00,,,,Y
IFF-QB00101,MNO-015G (CAR. HERR.),Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
VAR-QB00117,MONOPROPILEN GLICOL,57- 55- 6,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00154,MUSK 377,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00210,MY FLORAL 448,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
VAR-QB00118,NACARANTE QB,Mezcla,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00026,NARANJA 336,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
ASH-QB00029,NATRIANCE BRIGHTENER S/P,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,,,Y
ASH-QB00030,NATRIANCE SELF HYDRATE,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,,,Y
ASH-QB00031,NATRIANCE WRINKLE LESS,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,,,Y
ASH-QB00032,NATROSOL HHR250,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00026,N-DURHANCE A1000,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00027,NEVERLAND 700,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00257,NEW MAXI COLOR D7754,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00119,NF-1000 QB,127087-87-0 / 9016-45-9,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00122,NF-600,127087- 87- 0,ATENCION,01 800 002 1400,2025-10-23 00:00:00,,,,Y
ASH-QB00056,N-HANCE CCG 45,Mezcla,ATENCION,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00062,N-HANCE HP40,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00028,N-HANCE SP100, Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,,,Y
IFF-QB00258,NIV KF001B CR M,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
LUB-QB00047,NOVEMER EC1,Mezcla,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00048,NOVERITE 100,Mezcla,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00049,NOVERITE 301 S/P,Mezcla,No se aplica,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00050,NOVETHIX HC200,No Aplicable,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00051,NOVETHIX L-10,No Aplicable,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
VAR-QB00124,NS MICELLAR HYALURONIC,-,-,-,PENDIENTE,SOLICITAR HDS NCARRYING,,,Y
VAR-QB00125,OCTOPIROX S/P,68890-66-4,PELIGRO,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA CLARIANT,,,Y
IFF-QB00102,OLD WOOD 789 S/P,MEZCLA,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
ASH-QB00033,OPACIFICANTE A-430,Mezcla,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00034,OPTIPHEN,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00053,OPTIPHEN BSB-W,Mezcla,ATENCION,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00036,P.V.P.K 30,9003-39-8,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00238,PALOMA 5052 CR,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00309,PALOMA BLANCA 98,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00156,PAMPERING TOUCH 927,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00103,PEACH 299 MOD,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00104,PEACH P757,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00211,PERFECT BRIGHT 056,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
ASH-QB00082,PERFECTYL,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
IFF-QB00260,PETALOS DE ROSA,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
