Codigo interno ,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4,PESO TARA,PESO NETO,PESO BRUTO,LOTE,FECHA ELABORACION,FECHA INSPECCION,Cantidad,
IFF-QB00066,P0403013C,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.24,1.5,1.74,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013D,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.24,2,2.24,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013E,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.24,3,3.24,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013F,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.24,4,4.24,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013G,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.28,5,5.28,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013H,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.48,10,10.48,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013I,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.9,15,15.9,0018281848,5/20/2025,5/20/2026,1,
IFF-QB00066,P0403013J,TUBEROSE 946,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1,0.9,20,20.9,0018281848,5/20/2025,5/20/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00204,P0404008A,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.09,0.5,0.59,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008B,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.09,1,1.09,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008C,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.24,1.5,1.74,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008D,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.24,2,2.24,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008E,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.24,3,3.24,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008F,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.24,4,4.24,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008G,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.28,5,5.28,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008H,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.48,10,10.48,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008I,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.9,15,15.9,0018281854,5/15/2025,5/15/2026,1,
IFF-QB00204,P0404008J,SPARK PETAL 318 MICROCAPSULAS,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,E,1,0.9,20,20.9,0018281854,5/15/2025,5/15/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00054,P0404010A,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.09,0.5,0.59,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010B,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.09,1,1.09,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010C,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.24,1.5,1.74,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010D,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.24,2,2.24,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010E,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.24,3,3.24,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010F,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.24,4,4.24,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010G,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.28,5,5.28,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010H,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.48,10,10.48,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010I,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.9,15,15.9,0018500462,8/27/2025,8/27/2026,1,
IFF-QB00054,P0404010J,GREEN SENSE 842,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H351, H361
H411","P201, P202, P210, P261, P264,P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",H,G,1,1,0.9,20,20.9,0018500462,8/27/2025,8/27/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00037,P0404011A,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.09,0.5,0.59,0018622825,8/29/2025,8/29/2026,1,*
IFF-QB00037,P0404011B,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.09,1,1.09,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011C,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.24,1.5,1.74,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011D,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.24,2,2.24,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011E,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.24,3,3.24,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011F,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.24,4,4.24,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011G,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.28,5,5.28,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011H,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.48,10,10.48,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011I,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.9,15,15.9,0018622825,8/29/2025,8/29/2026,1,
IFF-QB00037,P0404011J,BLUE COTTON 824,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280,
P302 + P352, P333 + P313,
P362 + P364, P391, P501",G,H,1,1,0.9,20,20.9,0018622825,8/29/2025,8/29/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00064,P0404012A,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.09,0.5,0.59,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012B,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.09,1,1.09,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012C,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,1.5,1.74,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012D,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,2,2.24,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012E,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,3,3.24,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012F,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,4,4.24,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012G,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.28,5,5.28,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012H,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.48,10,10.48,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012I,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.9,15,15.9,0019002343,11/26/2025,11/26/2026,1,
IFF-QB00064,P0404012J,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H351, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.9,20,20.9,0019002343,11/26/2025,11/26/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00042,P0404013A,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.09,0.5,0.59,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013B,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.09,1,1.09,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013C,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.24,1.5,1.74,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013D,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.24,2,2.24,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013E,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.24,3,3.24,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013F,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.24,4,4.24,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013G,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.28,5,5.28,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013H,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.48,10,10.48,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013I,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.9,15,15.9,0018091100,10/15/2025,10/15/2026,1,
IFF-QB00042,P0404013J,CLEAR WHITE 709,Mezcla, - ,1 800 002 1400, - , - ,G,1,1,1,0.9,20,20.9,0018091100,10/15/2025,10/15/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00131,P0501004A,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.09,0.5,0.59,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004B,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.09,1,1.09,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004C,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,1.5,1.74,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004D,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,2,2.24,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004E,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,3,3.24,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004F,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,4,4.24,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004G,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.28,5,5.28,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004H,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.48,10,10.48,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004I,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.9,15,15.9,0017858417,1/23/2025,7/27/2026,1,
IFF-QB00131,P0501004J,CHAMOMILLE 398 (MANZANILLA),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H412","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.9,20,20.9,0017858417,1/23/2025,7/27/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00125,P0501007A,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.09,0.5,0.59,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007B,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.09,1,1.09,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007C,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,1.5,1.74,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007D,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,2,2.24,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007E,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,3,3.24,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007F,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.24,4,4.24,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007G,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.28,5,5.28,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007H,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.48,10,10.48,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007I,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.9,15,15.9,0018742502,9/17/2025,9/17/2026,1,
IFF-QB00125,P0501007J,APPLE 872 (MANZANA VERDE),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1,0.9,20,20.9,0018742502,9/17/2025,9/17/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00167,P0501008A,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.09,0.5,0.59,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008B,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.24,1,1.24,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008C,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.24,1.5,1.74,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008D,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.24,2,2.24,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008E,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.24,3,3.24,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008F,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.28,4,4.28,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008G,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.48,5,5.48,0018403248,6/13/2025,6/13/2026,1,
IFF-QB00167,P0501008H,SER 1100 GRAPEFRUIT,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315
H317, H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,B,0.9,10,10.9,0018403248,6/13/2025,6/13/2026,1,
